"","time","lwp","trel"
"1",39612,11.8317766189575,-0.996666666666667
"2",39640,11.6574087142944,-0.988888888888889
"3",39660,11.7102832794189,-0.983333333333333
"4",39680,11.4770679473877,-0.977777777777778
"5",39700,11.4587173461914,-0.972222222222222
"6",39720,11.5229368209839,-0.966666666666667
"7",39740,11.5779838562012,-0.961111111111111
"8",39760,11.6666650772095,-0.955555555555556
"9",39780,12.0363616943359,-0.95
"10",39800,12.1284379959106,-0.944444444444444
"11",39820,13.2181797027588,-0.938888888888889
"12",39840,13.8545417785645,-0.933333333333333
"13",39860,13.8990802764893,-0.927777777777778
"14",39880,15.4234199523926,-0.922222222222222
"15",39900,15.499997138977,-0.916666666666667
"16",39920,15.927924156189,-0.911111111111111
"17",39940,15.9636325836182,-0.905555555555556
"18",39960,17.0720691680908,-0.9
"19",39980,20.5357093811035,-0.894444444444444
"20",40000,20.4954929351807,-0.888888888888889
"21",40020,28.5178546905518,-0.883333333333333
"22",40040,28.6756706237793,-0.877777777777778
"23",40060,35.9464263916016,-0.872222222222222
"24",40080,38.4336280822754,-0.866666666666667
"25",40100,41.035400390625,-0.861111111111111
"26",40120,42.5132751464844,-0.855555555555556
"27",40140,42.651782989502,-0.85
"28",40160,44.2212409973145,-0.844444444444444
"29",40180,44.2212409973145,-0.838888888888889
"30",40200,45.6140365600586,-0.833333333333333
"31",40220,46.9561424255371,-0.827777777777778
"32",40240,47.9210548400879,-0.822222222222222
"33",40260,48.8070182800293,-0.816666666666667
"34",40280,48.8070182800293,-0.811111111111111
"35",40300,49.5739135742188,-0.805555555555556
"36",40320,49.7192993164062,-0.8
"37",40340,49.8782615661621,-0.794444444444444
"38",40360,50.2782592773438,-0.788888888888889
"39",40380,50.2782592773438,-0.783333333333333
"40",40400,52.3534469604492,-0.777777777777778
"41",40420,52.7652130126953,-0.772222222222222
"42",40440,53.4786338806152,-0.766666666666667
"43",40460,53.683765411377,-0.761111111111111
"44",40480,53.743595123291,-0.755555555555556
"45",40500,53.8205108642578,-0.75
"46",40520,54.2672462463379,-0.744444444444444
"47",40540,53.8135643005371,-0.738888888888889
"48",40560,54.2222290039062,-0.733333333333333
"49",40580,54.3728904724121,-0.727777777777778
"50",40600,54.8389892578125,-0.722222222222222
"51",40620,55.1779708862305,-0.716666666666667
"52",40640,55.2941207885742,-0.711111111111111
"53",40660,55.7118682861328,-0.705555555555556
"54",40680,56.9748001098633,-0.7
"55",40700,57.3559379577637,-0.694444444444444
"56",40720,57.739501953125,-0.688888888888889
"57",40740,57.6333427429199,-0.683333333333333
"58",40760,58.0084075927734,-0.677777777777778
"59",40780,57.791675567627,-0.672222222222222
"60",40800,58.134464263916,-0.666666666666667
"61",40820,57.7750091552734,-0.661111111111111
"62",40840,57.7750091552734,-0.655555555555556
"63",40860,57.7166786193848,-0.65
"64",40880,57.3801765441895,-0.644444444444444
"65",40900,57.7000045776367,-0.638888888888889
"66",40920,57.2314147949219,-0.633333333333333
"67",40940,57.4833374023438,-0.627777777777778
"68",40960,57.2333374023438,-0.622222222222222
"69",40980,56.8264541625977,-0.616666666666667
"70",41000,57.0250129699707,-0.611111111111111
"71",41020,56.66943359375,-0.605555555555556
"72",41040,57.0500068664551,-0.6
"73",41060,57.1333427429199,-0.594444444444444
"74",41080,57.1333427429199,-0.588888888888889
"75",41100,57.3750076293945,-0.583333333333333
"76",41120,57.0495948791504,-0.577777777777778
"77",41140,57.5000076293945,-0.572222222222222
"78",41160,57.2479438781738,-0.566666666666667
"79",41180,57.6000061035156,-0.561111111111111
"80",41200,58.0333366394043,-0.555555555555556
"81",41220,58.0333366394043,-0.55
"82",41240,58.1333312988281,-0.544444444444444
"83",41260,58.0413208007812,-0.538888888888889
"84",41280,58.1750030517578,-0.533333333333333
"85",41300,58.0000038146973,-0.527777777777778
"86",41320,58.3833351135254,-0.522222222222222
"87",41340,58.4250030517578,-0.516666666666667
"88",41360,58.074390411377,-0.511111111111111
"89",41380,58.5833396911621,-0.505555555555556
"90",41400,58.2396812438965,-0.5
"91",41420,58.641674041748,-0.494444444444444
"92",41440,58.4049644470215,-0.488888888888889
"93",41460,58.7916793823242,-0.483333333333333
"94",41480,58.6333389282227,-0.477777777777778
"95",41500,58.2479438781738,-0.472222222222222
"96",41520,58.5000076293945,-0.466666666666667
"97",41540,58.2148818969727,-0.461111111111111
"98",41560,58.6583404541016,-0.455555555555556
"99",41580,58.8833274841309,-0.45
"100",41600,58.8833274841309,-0.444444444444444
"101",41620,59.1083297729492,-0.438888888888889
"102",41640,58.7189979553223,-0.433333333333333
"103",41660,59.2166519165039,-0.427777777777778
"104",41680,58.9090766906738,-0.422222222222222
"105",41700,59.3833312988281,-0.416666666666667
"106",41720,59.549991607666,-0.411111111111111
"107",41740,59.549991607666,-0.405555555555556
"108",41760,59.8333206176758,-0.4
"109",41780,59.4875907897949,-0.394444444444444
"110",41800,59.9666633605957,-0.388888888888889
"111",41820,59.6859474182129,-0.383333333333333
"112",41840,60.1833305358887,-0.377777777777778
"113",41860,60.3166542053223,-0.372222222222222
"114",41880,59.9256057739258,-0.366666666666667
"115",41900,60.4916496276855,-0.361111111111111
"116",41920,60.0165138244629,-0.355555555555556
"117",41940,60.5083160400391,-0.35
"118",41960,60.7416496276855,-0.344444444444444
"119",41980,60.7416496276855,-0.338888888888889
"120",42000,60.9999809265137,-0.333333333333333
"121",42020,60.9999809265137,-0.327777777777778
"122",42040,61.6050224304199,-0.322222222222222
"123",42060,61.1833152770996,-0.316666666666667
"124",42080,61.7058639526367,-0.311111111111111
"125",42100,61.8739318847656,-0.305555555555556
"126",42120,61.8739318847656,-0.3
"127",42140,61.8739318847656,-0.294444444444444
"128",42160,61.4583206176758,-0.288888888888889
"129",42180,61.8571243286133,-0.283333333333333
"130",42200,61.1583137512207,-0.277777777777778
"131",42220,61.2436790466309,-0.272222222222222
"132",42240,60.6806526184082,-0.266666666666667
"133",42260,60.7416496276855,-0.261111111111111
"134",42280,60.0419998168945,-0.255555555555556
"135",42300,59.924976348877,-0.25
"136",42320,60.1176261901855,-0.244444444444444
"137",42340,60.1916427612305,-0.238888888888889
"138",42360,60.4957809448242,-0.233333333333333
"139",42380,56.4033432006836,-0.227777777777778
"140",42400,56.0749893188477,-0.222222222222222
"141",42420,48.7310752868652,-0.216666666666667
"142",42440,48.4583206176758,-0.211111111111111
"143",42460,45.0756225585938,-0.205555555555556
"144",42480,39.2100791931152,-0.2
"145",42500,39.2100791931152,-0.194444444444444
"146",42520,35.5210037231445,-0.188888888888889
"147",42540,35.3499984741211,-0.183333333333333
"148",42560,34.1764678955078,-0.177777777777778
"149",42580,34.3499946594238,-0.172222222222222
"150",42600,34.0083961486816,-0.166666666666667
"151",42620,33.7815055847168,-0.161111111111111
"152",42640,33.7815055847168,-0.155555555555556
"153",42660,36.0672264099121,-0.15
"154",42680,38.216667175293,-0.144444444444444
"155",42700,37.7142868041992,-0.138888888888889
"156",42720,43.6499977111816,-0.133333333333333
"157",42740,43.8403396606445,-0.127777777777778
"158",42760,51.6806831359863,-0.122222222222222
"159",42780,54.8416786193848,-0.116666666666667
"160",42800,56.7311019897461,-0.111111111111111
"161",42820,61.0333404541016,-0.105555555555556
"162",42840,60.605052947998,-0.1
"163",42860,70.7983322143555,-0.0944444444444444
"164",42880,70.7983322143555,-0.0888888888888889
"165",42900,84.6554718017578,-0.0833333333333333
"166",42920,87.7750091552734,-0.0777777777777778
"167",42940,90.8823623657227,-0.0722222222222222
"168",42960,91.466667175293,-0.0666666666666667
"169",42980,91.8907699584961,-0.0611111111111111
"170",43000,91.7479095458984,-0.0555555555555556
"171",43020,91.7479095458984,-0.05
"172",43040,91.050422668457,-0.0444444444444444
"173",43060,90.5000152587891,-0.0388888888888889
"174",43080,90.4706039428711,-0.0333333333333333
"175",43100,89.0750045776367,-0.0277777777777778
"176",43120,89.2773208618164,-0.0222222222222222
"177",43140,88.7983169555664,-0.0166666666666667
"178",43160,88.1833419799805,-0.0111111111111111
"179",43180,88.789909362793,-0.00555555555555556
"180",43200,88.25,0
"181",43240,88.2000122070312,0.0111111111111111
"182",43260,88.848747253418,0.0166666666666667
"183",43280,88.8151397705078,0.0222222222222222
"184",43300,88.275016784668,0.0277777777777778
"185",43320,89.1764755249023,0.0333333333333333
"186",43340,88.658332824707,0.0388888888888889
"187",43360,89.2941207885742,0.0444444444444444
"188",43380,89.6722717285156,0.05
"189",43400,89.6722717285156,0.0555555555555556
"190",43420,89.9747924804688,0.0611111111111111
"191",43440,89.408332824707,0.0666666666666667
"192",43460,90.0756301879883,0.0722222222222222
"193",43480,89.6000061035156,0.0777777777777778
"194",43500,90.1764831542969,0.0833333333333333
"195",43520,90.4285736083984,0.0888888888888889
"196",43540,90.4285736083984,0.0944444444444444
"197",43560,90.6722717285156,0.1
"198",43580,90.3333358764648,0.105555555555556
"199",43600,90.7647018432617,0.111111111111111
"200",43620,90.5249938964844,0.116666666666667
"201",43640,90.8403167724609,0.122222222222222
"202",43660,91.0756149291992,0.127777777777778
"203",43680,90.6416549682617,0.133333333333333
"204",43700,91.2352828979492,0.138888888888889
"205",43720,90.8249893188477,0.144444444444444
"206",43740,91.4033508300781,0.15
"207",43760,91.9327697753906,0.155555555555556
"208",43780,91.9327697753906,0.161111111111111
"209",43800,92.0588302612305,0.166666666666667
"210",43820,91.4750061035156,0.172222222222222
"211",43840,92.1008529663086,0.177777777777778
"212",43860,91.5333557128906,0.183333333333333
"213",43880,92.2269058227539,0.188888888888889
"214",43900,92.4453964233398,0.194444444444444
"215",43920,92.4453887939453,0.2
"216",43940,92.6470794677734,0.205555555555556
"217",43960,92.0583419799805,0.211111111111111
"218",43980,92.6050567626953,0.216666666666667
"219",44000,92.1666717529297,0.222222222222222
"220",44020,92.7815093994141,0.227777777777778
"221",44040,92.8991546630859,0.233333333333333
"222",44060,92.2249908447266,0.238888888888889
"223",44080,92.8823471069336,0.244444444444444
"224",44100,92.25,0.25
"225",44120,92.9495849609375,0.255555555555556
"226",44140,92.6583480834961,0.261111111111111
"227",44160,93.3361434936523,0.266666666666667
"228",44180,93.4705963134766,0.272222222222222
"229",44200,92.9083404541016,0.277777777777778
"230",44220,93.6638717651367,0.283333333333333
"231",44240,93.0583419799805,0.288888888888889
"232",44260,93.7647171020508,0.294444444444444
"233",44280,94.2268981933594,0.3
"234",44300,94.2268981933594,0.305555555555556
"235",44320,95.7563171386719,0.311111111111111
"236",44340,95.8083572387695,0.316666666666667
"237",44360,96.4958114624023,0.322222222222222
"238",44380,97.6333465576172,0.327777777777778
"239",44400,98.3613662719727,0.333333333333333
"240",44420,100.841682434082,0.338888888888889
"241",44440,100.841682434082,0.344444444444444
"242",44460,102.208351135254,0.35
"243",44480,102.603317260742,0.355555555555556
"244",44500,103.383354187012,0.361111111111111
"245",44520,107.272743225098,0.366666666666667
"246",44540,108.133361816406,0.372222222222222
"247",44560,115.966697692871,0.377777777777778
"248",44580,119.38020324707,0.383333333333333
"249",44600,123.750038146973,0.388888888888889
"250",44620,125.24796295166,0.394444444444444
"251",44640,126.116706848145,0.4
"252",44660,127.008377075195,0.405555555555556
"253",44680,127.008377075195,0.411111111111111
"254",44700,126.81672668457,0.416666666666667
"255",44720,126.099220275879,0.422222222222222
"256",44740,126.625038146973,0.427777777777778
"257",44760,125.793426513672,0.433333333333333
"258",44780,126.65837097168,0.438888888888889
"259",44800,127.508369445801,0.444444444444444
"260",44820,127.508369445801,0.45
"261",44840,130.408355712891,0.455555555555556
"262",44860,130.776885986328,0.461111111111111
"263",44880,131.766677856445,0.466666666666667
"264",44900,132.652923583984,0.472222222222222
"265",44920,133.666687011719,0.477777777777778
"266",44940,134.650009155273,0.483333333333333
"267",44960,134.438018798828,0.488888888888889
"268",44980,135.191680908203,0.494444444444444
"269",45000,134.809936523438,0.5
"270",45020,135.041656494141,0.505555555555556
"271",45040,134.735549926758,0.511111111111111
"272",45060,133.733337402344,0.516666666666667
"273",45080,133.141677856445,0.522222222222222
"274",45100,133.322311401367,0.527777777777778
"275",45120,129.158340454102,0.533333333333333
"276",45140,130.206619262695,0.538888888888889
"277",45160,126.491661071777,0.544444444444444
"278",45180,122.516647338867,0.55
"279",45200,122.516654968262,0.555555555555556
"280",45220,115.599983215332,0.561111111111111
"281",45240,115.033042907715,0.566666666666667
"282",45260,110.81665802002,0.572222222222222
"283",45280,104.586776733398,0.577777777777778
"284",45300,97.724983215332,0.583333333333333
"285",45320,88.2166748046875,0.588888888888889
"286",45340,88.2166748046875,0.594444444444444
"287",45360,84.1500015258789,0.6
"288",45380,83.4958724975586,0.605555555555556
"289",45400,83.5916595458984,0.611111111111111
"290",45420,82.8677673339844,0.616666666666667
"291",45440,83.3666687011719,0.622222222222222
"292",45460,83.5916595458984,0.627777777777778
"293",45480,83.2479248046875,0.633333333333333
"294",45500,83.8750076293945,0.638888888888889
"295",45520,83.3884353637695,0.644444444444444
"296",45540,83.8583450317383,0.65
"297",45560,84.0833435058594,0.655555555555556
"298",45580,84.0833435058594,0.661111111111111
"299",45600,83.783332824707,0.666666666666667
"300",45620,83.783332824707,0.672222222222222
"301",45640,84.3193283081055,0.677777777777778
"302",45660,83.7916564941406,0.683333333333333
"303",45680,84.3949584960938,0.688888888888889
"304",45700,84.5462265014648,0.694444444444444
"305",45720,84.5462265014648,0.7
"306",45740,85.4117584228516,0.705555555555556
"307",45760,85.5583419799805,0.711111111111111
"308",45780,86.0504302978516,0.716666666666667
"309",45800,86.4333267211914,0.722222222222222
"310",45820,86.9831924438477,0.727777777777778
"311",45840,87.3781585693359,0.733333333333333
"312",45860,87.0999984741211,0.738888888888889
"313",45880,87.8151321411133,0.744444444444444
"314",45900,87.3500137329102,0.75
"315",45920,87.6722869873047,0.755555555555556
"316",45940,87.0583419799805,0.761111111111111
"317",45960,87.4705963134766,0.766666666666667
"318",45980,87.050422668457,0.772222222222222
"319",46000,86.5166702270508,0.777777777777778
"320",46020,86.5630340576172,0.783333333333333
"321",46040,86.0583419799805,0.788888888888889
"322",46060,86.2605056762695,0.794444444444444
"323",46080,85.6386489868164,0.8
"324",46100,85.6386489868164,0.805555555555556
"325",46120,85.2352905273438,0.811111111111111
"326",46140,84.7666625976562,0.816666666666667
"327",46160,85.151252746582,0.822222222222222
"328",46180,84.3666610717773,0.827777777777778
"329",46200,84.7478942871094,0.833333333333333
"330",46220,84.6890563964844,0.838888888888889
"331",46240,84.6890640258789,0.844444444444444
"332",46260,84.6134338378906,0.85
"333",46280,84.0083160400391,0.855555555555556
"334",46300,84.5041809082031,0.861111111111111
"335",46320,83.6999893188477,0.866666666666667
"336",46340,84.1428527832031,0.872222222222222
"337",46360,83.8067321777344,0.877777777777778
"338",46380,83.158332824707,0.883333333333333
"339",46400,83.3613433837891,0.888888888888889
"340",46420,82.658332824707,0.894444444444444
"341",46440,83.1848754882812,0.9
"342",46460,83.0167999267578,0.905555555555556
"343",46480,83.0167999267578,0.911111111111111
"344",46500,82.890754699707,0.916666666666667
"345",46520,82.2749938964844,0.922222222222222
"346",46540,82.4789810180664,0.927777777777778
"347",46560,81.9499969482422,0.933333333333333
"348",46580,82.3865432739258,0.938888888888889
"349",46600,82.1260452270508,0.944444444444444
"350",46620,82.1260452270508,0.95
"351",46640,82.0672225952148,0.955555555555556
"352",46660,81.5333251953125,0.961111111111111
"353",46680,82.0167999267578,0.966666666666667
"354",46700,81.2166519165039,0.972222222222222
"355",46720,81.1260452270508,0.977777777777778
"356",46740,79.5462112426758,0.983333333333333
"357",46760,79.0749969482422,0.988888888888889
"358",46780,77.9579849243164,0.994444444444444
