"","lat","lon","lwp","lwp.25","lwp.75","sat","tdiff","time.rel"
"1",36.4501466744186,-70.8355452990033,188.395484515599,137.730010986328,210.570007324219,"MAC-LWP",-1,0
"2",36.2007952914346,-70.2781830791159,131.449166085985,114.329990386963,147.172500610352,"MAC-LWP",0,1
"3",35.9553817132827,-69.716988660612,117.531248450279,107.4850025177,128.070007324219,"MAC-LWP",1,2
"4",36.9461299982259,-71.9487226072099,267.578918933868,165.389984130859,353.95337677002,"MAC-LWP",-1,-2
"5",36.6968686657791,-71.3964676831583,284.112063259549,184.078994750977,369.848266601562,"MAC-LWP",0,-1
"6",36.4501466744186,-70.8355452990033,170.944363049098,118.315410614014,194.401290893555,"MAC-LWP",1,0
"7",38.3367876767193,-74.4988885652645,49.6836362318559,42.0699996948242,48.8699989318848,"MAC-LWP",1,-7
"8",35.9553817132827,-69.716988660612,126.221874475479,118.009994506836,138.010009765625,"MAC-LWP",-1,2
"9",35.6965593925706,-69.1346308351703,113.966996002197,105.910003662109,124.862495422363,"MAC-LWP",0,3
"10",35.4307344718032,-68.5706443936116,95.7799957275391,85.9099884033203,106.532499313354,"MAC-LWP",1,4
"11",36.2007952914346,-70.2781830791159,131.449166085985,114.329990386963,147.172500610352,"MAC-LWP",-1,1
"12",35.9553817132827,-69.716988660612,117.531248450279,107.4850025177,128.070007324219,"MAC-LWP",0,2
"13",35.6965593925706,-69.1346308351703,103.281329727173,89.2099952697754,118.884994506836,"MAC-LWP",1,3
"14",36.6968686657791,-71.3964676831583,268.58098687066,178.070007324219,347.309234619141,"MAC-LWP",-1,-1
"15",36.4501466744186,-70.8355452990033,188.395484515599,137.730010986328,210.570007324219,"MAC-LWP",0,0
"16",36.2007952914346,-70.2781830791159,131.449166085985,114.329990386963,147.172500610352,"MAC-LWP",1,1
"17",37.4757796839309,-72.9767035589129,51.1082930284388,35.6794319152832,63.859432220459,"MAC-LWP",-1,-4
"18",37.2011839610148,-72.4707161540898,158.052538479076,46.2677688598633,247.750854492188,"MAC-LWP",0,-3
"19",36.9461299982259,-71.9487226072099,329.801332473755,219.711715698242,444.986511230469,"MAC-LWP",1,-2
"20",33.4421750510985,-65.6365179169024,154.09759982427,140.196754455566,173.146747589111,"MAC-LWP",-1,12
"21",33.2652097127205,-65.4624614525941,144.008973185221,123.362007141113,163.074996948242,"MAC-LWP",0,13
"22",33.0883420937757,-65.320281419527,120.978892888778,82.9404983520508,152.77498626709,"MAC-LWP",1,14
"23",33.6287985823836,-65.8502314913925,164.114823393388,143.361999511719,183.932983398438,"MAC-LWP",-1,11
"24",33.4421750510985,-65.6365179169024,150.102116025984,132.440994262695,173.647499084473,"MAC-LWP",0,12
"25",33.2652097127205,-65.4624614525941,132.759762581189,119.966505050659,162.625003814697,"MAC-LWP",1,13
"26",32.1354617700662,-65.0402168989668,126.070395637961,110.606796264648,150.606781005859,"MAC-LWP",-1,24
"27",32.1740789850667,-64.9338268644006,97.4499505493376,31.543062210083,143.368337631226,"MAC-LWP",-1,22
"28",32.1442055009482,-64.9833568333789,82.9121078042423,34.0711364746094,121.653007507324,"MAC-LWP",0,23
"29",32.1354617700662,-65.0402168989668,82.9121078042423,34.0711364746094,121.653007507324,"MAC-LWP",1,24
"30",32.9270077365149,-65.1760984880093,112.033690819374,82.89599609375,133.074996948242,"MAC-LWP",-1,15
"31",32.7927111210713,-65.0754808660436,109.496914545695,82.89599609375,132.625003814697,"MAC-LWP",0,16
"32",32.6648039666705,-64.9991727133747,98.4375534057617,82.89599609375,122.475006103516,"MAC-LWP",1,17
"33",33.2652097127205,-65.4624614525941,144.008973185221,123.362007141113,163.074996948242,"MAC-LWP",-1,13
"34",33.0883420937757,-65.320281419527,120.978892888778,82.9404983520508,152.77498626709,"MAC-LWP",0,14
"35",32.9270077365149,-65.1760984880093,101.955843607585,73.0749893188477,132.475006103516,"MAC-LWP",1,15
"36",32.1442055009482,-64.9833568333789,102.652178722879,38.4200458526611,150.606781005859,"MAC-LWP",-1,23
"37",32.1354617700662,-65.0402168989668,102.652178722879,38.4200458526611,150.606781005859,"MAC-LWP",0,24
"38",34.073581171506,-66.4098593445013,216.285576375326,183.36198425293,234.370998382568,"MAC-LWP",-1,9
"39",33.8390835409164,-66.110341621829,196.39083480835,173.361999511719,207.627502441406,"MAC-LWP",0,10
"40",33.6287985823836,-65.8502314913925,175.828337056296,151.147487640381,203.647499084473,"MAC-LWP",1,11
"41",34.3257264411873,-66.7463977430583,258.186745138729,208.130996704102,315.583587646484,"MAC-LWP",-1,8
"42",34.073581171506,-66.4098593445013,252.58076171875,206.923500061035,301.770141601562,"MAC-LWP",0,9
"43",33.8390835409164,-66.110341621829,214.365034920829,184.503982543945,234.370998382568,"MAC-LWP",1,10
"44",34.596792325485,-67.1268318699826,257.06600516183,203.130996704102,315.583587646484,"MAC-LWP",-1,7
"45",34.3257264411873,-66.7463977430583,258.186745138729,208.130996704102,315.583587646484,"MAC-LWP",0,8
"46",34.073581171506,-66.4098593445013,252.58076171875,206.923500061035,301.770141601562,"MAC-LWP",1,9
"47",32.2295722268793,-64.8984612232487,39.4170013024257,21.6529998779297,34.7990608215332,"MAC-LWP",-1,21
"48",32.1740789850667,-64.9338268644006,65.6424137949944,28.3363938331604,91.6530017852783,"MAC-LWP",0,22
"49",32.1442055009482,-64.9833568333789,56.8043542341752,30.6322813034058,63.6402969360352,"MAC-LWP",1,23
"50",32.4252521835901,-64.9092663093303,30.9118086496989,30.5982365608215,34.2837791442871,"MAC-LWP",-1,19
"51",32.3161889469562,-64.8935806074268,33.0140636989049,30.6322813034058,34.5768604278564,"MAC-LWP",0,20
"52",32.2295722268793,-64.8984612232487,35.0195023218791,31.543062210083,34.6879606246948,"MAC-LWP",1,21
"53",33.8390835409164,-66.110341621829,185.27003079369,162.625003814697,193.140251159668,"MAC-LWP",-1,10
"54",33.6287985823836,-65.8502314913925,171.763580004374,153.36198425293,191.388999938965,"MAC-LWP",0,11
"55",33.4421750510985,-65.6365179169024,153.500822752714,132.440994262695,183.146732330322,"MAC-LWP",1,12
